,area_type,availability,location,size,society,total_sqft,bath,balcony,price,bhk,total_sqft_cleaned,price_per_sqft
10879,Super built-up  Area,Ready To Move,Ganga Nagar,2 BHK,AlourAr,1250,2.0,2.0,65.0,2,1250.0,5200.0
10880,Super built-up  Area,Ready To Move,Thanisandra,2 BHK,SLaceda,1188,2.0,1.0,39.0,2,1188.0,3282.8282828282827
10882,Super built-up  Area,19-Jan,Marathahalli,2 BHK,PrensKe,1170,2.0,2.0,85.0,2,1170.0,7264.957264957265
10883,Super built-up  Area,Ready To Move,BEL Road,3 BHK,not provided,1800,3.0,2.0,150.0,3,1800.0,8333.333333333334
10884,Plot  Area,Ready To Move,Madavara,2 Bedroom,not provided,1000,2.0,1.0,35.0,2,1000.0,3500.0
10887,Super built-up  Area,Ready To Move,Kasturi Nagar,4 BHK,Radenta,2507,4.0,2.0,155.0,4,2507.0,6182.688472277623
10888,Super built-up  Area,Ready To Move,Babusapalaya,2 BHK,ARngsd ,1061,2.0,1.0,34.0,2,1061.0,3204.5240339302545
10889,Super built-up  Area,Ready To Move,KR Puram,2 BHK,not provided,1290,2.0,2.0,69.0,2,1290.0,5348.837209302325
10890,Super built-up  Area,Ready To Move,Sarjapur,2 BHK,not provided,1200,2.0,1.0,42.6,2,1200.0,3550.0
10891,Super built-up  Area,18-May,Bharathi Nagar,2 BHK,not provided,1120,2.0,2.0,39.29,2,1120.0,3508.035714285714
10892,Super built-up  Area,Ready To Move,Electronic City,1 BHK,not provided,418,1.0,1.0,12.0,1,418.0,2870.813397129187
10893,Super built-up  Area,Ready To Move,Sarjapur,3 BHK,Sondaka,1333,3.0,1.0,50.0,3,1333.0,3750.9377344336085
10894,Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Klark L,1691,3.0,2.0,119.0,3,1691.0,7037.25606150207
10895,Super built-up  Area,19-Dec,Thanisandra,1 BHK,Cotaror,684 - 810,1.0,0.0,34.355,1,747.0,4599.062918340026
10897,Super built-up  Area,19-May,Thanisandra,3 BHK,G conTh,2030,4.0,1.0,125.0,3,2030.0,6157.635467980295
10898,Super built-up  Area,18-Mar,Balagere,2 BHK,Soresea,1012,2.0,1.0,70.0,2,1012.0,6916.99604743083
10899,Carpet  Area,Ready To Move,Kudlu,3 BHK,not provided,1245,2.0,1.0,60.0,3,1245.0,4819.277108433735
10900,Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,Eladero,1765,3.0,2.0,118.0,3,1765.0,6685.552407932011
10901,Super built-up  Area,Ready To Move,Gottigere,2 BHK,Srtusi ,1110,2.0,2.0,36.25,2,1110.0,3265.765765765766
10902,Built-up  Area,Ready To Move,Akash Nagar,2 BHK,not provided,967,2.0,1.0,47.8,2,967.0,4943.1230610134435
10903,Super built-up  Area,Ready To Move,Sarjapur,2 BHK,Peles P,1044,2.0,2.0,36.0,2,1044.0,3448.2758620689656
10904,Super built-up  Area,Ready To Move,Brookefield,3 BHK,Baentgi,1518,3.0,3.0,80.0,3,1518.0,5270.092226613966
10905,Super built-up  Area,Ready To Move,KR Puram,3 BHK,SLontel,1300,2.0,2.0,57.0,3,1300.0,4384.615384615385
10906,Super built-up  Area,Ready To Move,Seetharampalya,3 BHK,Sapazta,1798,3.0,3.0,73.0,3,1798.0,4060.066740823137
10907,Carpet  Area,Ready To Move,KR Puram,2 BHK,Jahidva,866.28,2.0,0.0,36.38,2,866.28,4199.565960197628
10909,Super built-up  Area,Ready To Move,Singasandra,2 BHK,EAvarum,1179,2.0,2.0,56.0,2,1179.0,4749.787955894826
10911,Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,Aklia R,1125,2.0,1.0,48.0,2,1125.0,4266.666666666667
10912,Super built-up  Area,Ready To Move,Cambridge Layout,3 BHK,not provided,2098,3.0,1.0,210.0,3,2098.0,10009.532888465204
10914,Built-up  Area,Ready To Move,Haralur Road,3 BHK,not provided,1976,3.0,2.0,92.0,3,1976.0,4655.87044534413
10915,Built-up  Area,Ready To Move,5th Phase JP Nagar,2 BHK,Niaveha,1190,2.0,2.0,61.8,2,1190.0,5193.27731092437
10916,Super built-up  Area,Ready To Move,cooketown,3 BHK,not provided,1800,3.0,3.0,192.0,3,1800.0,10666.666666666666
10917,Super built-up  Area,19-Sep,Jakkur,3 BHK,Ceezey ,1761,3.0,1.0,84.52,3,1761.0,4799.545712663259
10918,Super built-up  Area,Ready To Move,Cooke Town,3 BHK,not provided,1700,3.0,3.0,120.0,3,1700.0,7058.823529411765
10919,Built-up  Area,Ready To Move,Ramamurthy Nagar,4 Bedroom,not provided,900,4.0,1.0,70.0,4,900.0,7777.777777777777
10920,Super built-up  Area,18-Apr,Electronic City,2 BHK,Prarkun,1128,2.0,1.0,64.8,2,1128.0,5744.68085106383
10921,Super built-up  Area,Ready To Move,5th Stage BEML Layout,3 BHK,not provided,2000,3.0,2.0,85.0,3,2000.0,4250.0
10922,Built-up  Area,18-Dec,Electronic City,3 BHK,not provided,1220,2.0,1.0,35.25,3,1220.0,2889.344262295082
10923,Super built-up  Area,19-Jan,Shauhardha Layout,1 BHK,Ardaseo,509,1.0,1.0,20.0,1,509.0,3929.2730844793714
10924,Super built-up  Area,Ready To Move,Ambedkar Nagar,3 BHK,SoechHa,1852,4.0,2.0,122.0,3,1852.0,6587.473002159827
10925,Super built-up  Area,20-Dec,Varthur,2 BHK,Myple M,1045,2.0,1.0,40.65,2,1045.0,3889.9521531100477
10927,Super built-up  Area,Ready To Move,Marathahalli,2 BHK,not provided,1102,2.0,2.0,53.67,2,1102.0,4870.235934664247
10928,Super built-up  Area,Ready To Move,Omkar Nagar,4 BHK,Shinei ,1800,3.0,2.0,82.0,4,1800.0,4555.555555555556
10929,Super built-up  Area,Ready To Move,Hebbal Kempapura,3 BHK,not provided,1436,2.0,2.0,75.0,3,1436.0,5222.841225626741
10930,Super built-up  Area,Ready To Move,Chikkadunnasandra,3 BHK,Kr 10Ca,1397,2.0,2.0,52.0,3,1397.0,3722.2619899785254
10931,Super built-up  Area,Ready To Move,Kothanur,2 BHK,not provided,1140,2.0,2.0,56.0,2,1140.0,4912.2807017543855
10932,Super built-up  Area,20-Jan,Balagere,1 BHK,Soresea,645,1.0,1.0,55.0,1,645.0,8527.131782945737
10934,Plot  Area,18-May,Nagarbhavi,3 Bedroom,not provided,1200,3.0,2.0,225.0,3,1200.0,18750.0
10935,Carpet  Area,Ready To Move,Bhoopsandra,3 BHK,E onsg ,2050,3.0,2.0,135.0,3,2050.0,6585.365853658536
10936,Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,DSndsod,1335,2.0,1.0,95.0,2,1335.0,7116.104868913858
10937,Plot  Area,Ready To Move,Thirumenahalli,2 Bedroom,not provided,2100,1.0,1.0,200.0,2,2100.0,9523.809523809523
10938,Super built-up  Area,18-Dec,Hebbal,3 BHK,Magiaya,1255,3.0,2.0,77.68,3,1255.0,6189.641434262949
10939,Super built-up  Area,Ready To Move,Thanisandra,2 BHK,SLaceda,1140,2.0,1.0,59.0,2,1140.0,5175.438596491228
10941,Super built-up  Area,19-Mar,Thanisandra,1 BHK,Bhe 2ko,663,1.0,1.0,46.0,1,663.0,6938.15987933635
10942,Super built-up  Area,Ready To Move,Victoria Layout,2 BHK,not provided,1276,2.0,0.0,146.0,2,1276.0,11442.006269592477
10943,Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,JRrnauv,1450,3.0,3.0,60.9,3,1450.0,4200.0
10944,Super built-up  Area,Ready To Move,Kodichikkanahalli,3 BHK,not provided,1400,3.0,3.0,66.0,3,1400.0,4714.285714285715
10945,Super built-up  Area,17-Oct,Divya Unnathi Layout,2 BHK,not provided,1339,2.0,1.0,53.56,2,1339.0,4000.0
10946,Built-up  Area,18-Dec,Electronic City,3 BHK,not provided,1220,2.0,1.0,35.23,3,1220.0,2887.7049180327863
10948,Built-up  Area,Ready To Move,Harohalli,2 BHK,not provided,1305,2.0,2.0,52.0,2,1305.0,3984.6743295019155
10949,Built-up  Area,Ready To Move,Green Glen Layout,3 BHK,Sravea ,1740,3.0,3.0,80.0,3,1740.0,4597.701149425287
10950,Super built-up  Area,Ready To Move,Anekal,2 BHK,not provided,680,1.0,1.0,21.0,2,680.0,3088.235294117647
10951,Super built-up  Area,Ready To Move,Bannerghatta Road,2 BHK,not provided,1154,2.0,2.0,47.0,2,1154.0,4072.790294627383
10952,Built-up  Area,Ready To Move,Munnekollal,2 BHK,not provided,1200,2.0,2.0,40.0,2,1200.0,3333.3333333333335
10953,Super built-up  Area,Ready To Move,Hennur,2 BHK,not provided,1155,2.0,2.0,54.5,2,1155.0,4718.614718614718
10954,Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Shthi S,1525,2.0,3.0,63.0,3,1525.0,4131.147540983607
10955,Built-up  Area,Ready To Move,Giri Nagar,1 Bedroom,not provided,600,1.0,1.0,125.0,1,600.0,20833.333333333332
10956,Super built-up  Area,19-Dec,Hebbal,4 BHK,Raard B,2470,5.0,2.0,192.0,4,2470.0,7773.27935222672
10957,Super built-up  Area,Ready To Move,Padmanabhanagar,2 BHK,not provided,1100,2.0,1.0,60.0,2,1100.0,5454.545454545455
10958,Super built-up  Area,Ready To Move,Hormavu,2 BHK,Savar S,1250,2.0,2.0,65.0,2,1250.0,5200.0
10959,Super built-up  Area,Ready To Move,Kothanur,2 BHK,YMhenLi,1400,2.0,1.0,70.0,2,1400.0,5000.0
10960,Super built-up  Area,Ready To Move,Ittamadu,3 BHK,Naory G,1600,3.0,2.0,100.0,3,1600.0,6250.0
10961,Built-up  Area,Ready To Move,Electronic City,2 BHK,GMown E,1060,2.0,1.0,55.0,2,1060.0,5188.679245283019
10962,Super built-up  Area,Ready To Move,Horamavu Banaswadi,2 BHK,not provided,1272,2.0,2.0,50.0,2,1272.0,3930.817610062893
10963,Super built-up  Area,19-Jul,Kanakpura Road,2 BHK,Soazak ,1296,2.0,2.0,105.0,2,1296.0,8101.851851851852
10965,Super built-up  Area,Ready To Move,Karuna Nagar,3 BHK,AjityIn,1945,3.0,3.0,115.0,3,1945.0,5912.596401028278
10966,Super built-up  Area,19-Nov,Chandapura,3 BHK,not provided,1033,2.0,2.0,30.47,3,1033.0,2949.6611810261375
10967,Super built-up  Area,Ready To Move,Stage-4 Bommanahalli,3 BHK,Pantsce,2300,2.0,2.0,69.0,3,2300.0,3000.0
10968,Super built-up  Area,18-Aug,Gunjur Palya,2 BHK,not provided,1235,2.0,2.0,52.76,2,1235.0,4272.064777327935
10970,Super built-up  Area,Ready To Move,2nd Phase JP Nagar,2 BHK,Sharlth,850,2.0,1.0,42.5,2,850.0,5000.0
10971,Super built-up  Area,Ready To Move,Subramanyapura,3 BHK,Mayne A,1880,3.0,2.0,110.0,3,1880.0,5851.063829787234
10973,Super built-up  Area,Ready To Move,Kenchenahalli,2 BHK,Unateit,1060,2.0,2.0,52.0,2,1060.0,4905.66037735849
10974,Super built-up  Area,Ready To Move,Hennur Road,3 BHK,SaireSa,2041,3.0,3.0,138.0,3,2041.0,6761.391474767271
10975,Built-up  Area,Ready To Move,Hulimavu,2 Bedroom,not provided,1050,2.0,2.0,125.0,2,1050.0,11904.761904761905
10976,Super built-up  Area,Ready To Move,Vasanthapura,2 BHK,not provided,1037,2.0,1.0,36.28,2,1037.0,3498.553519768563
10977,Built-up  Area,21-Dec,"Electronic city phase 1, ",2 BHK,not provided,1150,2.0,1.0,39.0,2,1150.0,3391.304347826087
10978,Super built-up  Area,Ready To Move,LB Shastri Nagar,2 BHK,MCrds S,1184,2.0,1.0,62.0,2,1184.0,5236.486486486487
10979,Built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,not provided,1680,3.0,2.0,126.0,3,1680.0,7500.0
10980,Super built-up  Area,18-Apr,Thanisandra,3 BHK,Bhe 2ko,1411,3.0,2.0,100.0,3,1411.0,7087.172218284904
10981,Plot  Area,Ready To Move,Hosa Road,5 Bedroom,not provided,900,5.0,0.0,55.0,5,900.0,6111.111111111111
10982,Super built-up  Area,21-Dec,Kanakpura Road,2 BHK,not provided,900,2.0,2.0,41.0,2,900.0,4555.555555555556
10984,Super built-up  Area,Ready To Move,Thanisandra,3 BHK,Soitya ,1702,3.0,2.0,120.0,3,1702.0,7050.5287896592245
10985,Super built-up  Area,Ready To Move,Yelahanka,2 BHK,BKideor,1185,2.0,2.0,45.0,2,1185.0,3797.46835443038
10986,Super built-up  Area,21-Jan,Kanakpura Road,3 BHK,PrarePa,1300,3.0,1.0,64.0,3,1300.0,4923.076923076923
10987,Super built-up  Area,Ready To Move,Lavakusha Nagar,3 BHK,Vanusn ,1545,3.0,2.0,65.0,3,1545.0,4207.119741100324
10988,Super built-up  Area,Ready To Move,6th Phase JP Nagar,3 BHK,NCierar,1515,2.0,2.0,135.0,3,1515.0,8910.89108910891
10989,Super built-up  Area,Ready To Move,Jigani,3 BHK,DLhtsen,1300,3.0,3.0,55.0,3,1300.0,4230.7692307692305
10990,Super built-up  Area,Ready To Move,JP Nagar,2 BHK,not provided,1107,2.0,1.0,57.0,2,1107.0,5149.051490514905
10991,Super built-up  Area,Ready To Move,Old Madras Road,3 BHK,Brglede,1720,3.0,2.0,106.0,3,1720.0,6162.790697674419
10992,Super built-up  Area,Ready To Move,Kuvempu Nagar,3 BHK,Srersas,1540,3.0,2.0,150.0,3,1540.0,9740.25974025974
10993,Super built-up  Area,Ready To Move,Bannerghatta Road,2 BHK,not provided,1000,2.0,1.0,44.5,2,1000.0,4450.0
10994,Super built-up  Area,21-Dec,Electronic City,1 BHK,KonteiT,710,1.0,1.0,40.42,1,710.0,5692.957746478874
10995,Super built-up  Area,Ready To Move,Thanisandra,2 BHK,SLaceda,1100,2.0,1.0,38.0,2,1100.0,3454.5454545454545
10997,Plot  Area,Ready To Move,Domlur Layout,2 Bedroom,not provided,900,2.0,2.0,160.0,2,900.0,17777.777777777777
10998,Built-up  Area,Ready To Move,Bannerghatta Road,2 BHK,Saavenc,1250,2.0,0.0,48.0,2,1250.0,3840.0
10999,Built-up  Area,Ready To Move,Kaggadasapura,5 Bedroom,not provided,2400,4.0,3.0,130.0,5,2400.0,5416.666666666667
11000,Super built-up  Area,Ready To Move,Hegde Nagar,3 BHK,Sonosty,1584.01,3.0,1.0,104.0,3,1584.01,6565.615116066187
11001,Plot  Area,Ready To Move,Vasanth nagar,4 Bedroom,not provided,875,4.0,0.0,150.0,4,875.0,17142.85714285714
11002,Plot  Area,Ready To Move,Kammasandra,4 Bedroom,not provided,1200,6.0,3.0,60.0,4,1200.0,5000.0
11003,Super built-up  Area,Ready To Move,Kaggadasapura,3 BHK,SrncyRe,1485,2.0,2.0,70.0,3,1485.0,4713.804713804714
11004,Built-up  Area,Ready To Move,Hennur Road,3 BHK,Maity W,1100,2.0,1.0,78.0,3,1100.0,7090.909090909091
11005,Super built-up  Area,18-Mar,8th Phase JP Nagar,2 BHK,not provided,1245,2.0,1.0,59.0,2,1245.0,4738.955823293173
11006,Built-up  Area,19-Dec,Hennur Road,4 Bedroom,Ciris P,1880,4.0,0.0,154.0,4,1880.0,8191.489361702128
11008,Built-up  Area,18-Jun,Anathanagar,2 BHK,not provided,1050,2.0,2.0,45.0,2,1050.0,4285.714285714285
11009,Plot  Area,Ready To Move,Vishveshwarya Layout,4 Bedroom,not provided,600,4.0,2.0,95.0,4,600.0,15833.333333333334
11010,Super built-up  Area,19-Jul,Bannerghatta Road,3 BHK,Uncioe ,1640,3.0,2.0,105.0,3,1640.0,6402.4390243902435
11011,Super built-up  Area,Ready To Move,Basavanapura,2 BHK,Papusa ,1165,2.0,1.0,65.0,2,1165.0,5579.399141630901
11012,Built-up  Area,Ready To Move,Kengeri Satellite Town,2 BHK,MMowsik,1110,2.0,1.0,43.0,2,1110.0,3873.873873873874
11013,Super built-up  Area,Ready To Move,vinayakanagar,7 BHK,not provided,1200,5.0,2.0,200.0,7,1200.0,16666.666666666668
11016,Plot  Area,Ready To Move,Jaraganahalli Jp Nagar Post,4 Bedroom,not provided,600,4.0,3.0,65.0,4,600.0,10833.333333333334
11017,Super built-up  Area,Ready To Move,Haralur Road,2 BHK,NDionas,1300,2.0,2.0,75.0,2,1300.0,5769.2307692307695
11018,Plot  Area,Ready To Move,adigondanhalli,2 Bedroom,not provided,1200,1.0,0.0,42.0,2,1200.0,3500.0
11020,Super built-up  Area,18-Aug,Hennur Road,2 BHK,Puachal,1232,2.0,1.0,69.61,2,1232.0,5650.162337662337
11021,Super built-up  Area,Ready To Move,Jalahalli,3 BHK,not provided,1704,3.0,2.0,94.36,3,1704.0,5537.55868544601
11022,Built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,not provided,1275,2.0,2.0,88.0,3,1275.0,6901.9607843137255
11023,Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,GCiewty,1222,2.0,1.0,68.0,3,1222.0,5564.648117839607
11024,Super built-up  Area,Ready To Move,Varthur,2 BHK,MKllei ,1155,2.0,2.0,39.0,2,1155.0,3376.6233766233768
11025,Super built-up  Area,18-Apr,Electronic City,2 BHK,not provided,1000,2.0,1.0,29.95,2,1000.0,2995.0
11026,Super built-up  Area,Ready To Move,Horamavu Banaswadi,2 BHK,Bhave E,1200,2.0,1.0,45.0,2,1200.0,3750.0
11027,Super built-up  Area,19-Dec,Yelahanka,3 BHK,Goues A,1517,3.0,2.0,71.28,3,1517.0,4698.7475280158205
11028,Super built-up  Area,18-May,Horamavu Agara,2 BHK,not provided,1166,2.0,1.0,37.29,2,1166.0,3198.1132075471696
11029,Built-up  Area,Ready To Move,Electronic City,2 BHK,Itelaa ,870,2.0,2.0,24.0,2,870.0,2758.6206896551726
11033,Super built-up  Area,Ready To Move,Whitefield,3 BHK,SearkHy,1345,3.0,1.0,58.0,3,1345.0,4312.267657992565
11034,Plot  Area,Ready To Move,Dommasandra,3 Bedroom,not provided,900,3.0,1.0,75.0,3,900.0,8333.333333333334
11036,Super built-up  Area,Ready To Move,Chandapura,3 BHK,not provided,971,2.0,2.0,38.0,3,971.0,3913.491246138002
11037,Super built-up  Area,Ready To Move,Hennur,2 BHK,Shateor,1255,2.0,1.0,52.32,2,1255.0,4168.924302788844
11038,Built-up  Area,Ready To Move,EPIP Zone,2 BHK,Loe 1st,1810,2.0,2.0,65.0,2,1810.0,3591.160220994475
11039,Built-up  Area,Ready To Move,"Whitefield, ",2 BHK,not provided,1300,2.0,1.0,58.0,2,1300.0,4461.538461538462
11040,Super built-up  Area,Ready To Move,Thanisandra,2 BHK,MenueNo,1185,2.0,2.0,45.0,2,1185.0,3797.46835443038
11041,Super built-up  Area,Ready To Move,Pattandur Agrahara,2 BHK,ShaleSp,1350,2.0,3.0,68.0,2,1350.0,5037.037037037037
11042,Super built-up  Area,20-Jun,Budigere,3 BHK,Brstaue,1510 - 1670,3.0,0.0,76.16,3,1590.0,4789.937106918239
11044,Plot  Area,Ready To Move,Brookefield,4 Bedroom,not provided,1560,3.0,2.0,149.0,4,1560.0,9551.28205128205
11045,Super built-up  Area,Ready To Move,Somasundara Palya,3 BHK,ManceEl,1650,3.0,2.0,126.0,3,1650.0,7636.363636363636
11046,Super built-up  Area,Ready To Move,Off Bannergatta Road,3 BHK,not provided,1645,3.0,2.0,87.0,3,1645.0,5288.753799392097
11047,Super built-up  Area,Ready To Move,Hennur Road,3 BHK,ChionCo,1748,3.0,2.0,103.0,3,1748.0,5892.448512585813
11048,Plot  Area,18-Nov,Channasandra,3 Bedroom,not provided,1200,3.0,1.0,67.77,3,1200.0,5647.5
11049,Built-up  Area,Ready To Move,Kengeri Satellite Town,2 BHK,Rooodre,1170,2.0,3.0,50.0,2,1170.0,4273.504273504273
11051,Built-up  Area,Ready To Move,Hulimavu,3 BHK,Naepa D,1320,2.0,2.0,65.0,3,1320.0,4924.242424242424
11052,Super built-up  Area,18-Jul,Bhoganhalli,3 BHK,Rosha I,1610,3.0,2.0,84.53,3,1610.0,5250.310559006211
11053,Super built-up  Area,Ready To Move,Frazer Town,3 BHK,Bamita ,1870,3.0,3.0,180.0,3,1870.0,9625.668449197861
11054,Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Mades G,1510,2.0,1.0,110.0,3,1510.0,7284.76821192053
11056,Super built-up  Area,Ready To Move,Kanakapura  Rod,3 BHK,not provided,1305,2.0,1.0,45.68,3,1305.0,3500.383141762452
11057,Super built-up  Area,Ready To Move,Mahadevpura,3 BHK,Neisei ,1500,2.0,1.0,70.0,3,1500.0,4666.666666666667
11058,Super built-up  Area,Ready To Move,Indira Nagar,2 BHK,Goareir,1149,2.0,1.0,130.0,2,1149.0,11314.186248912098
11059,Built-up  Area,Ready To Move,Thanisandra,4 BHK,Bhmesy ,1948,4.0,2.0,129.0,4,1948.0,6622.17659137577
11060,Plot  Area,Ready To Move,Margondanahalli,3 Bedroom,not provided,1448,3.0,1.0,70.0,3,1448.0,4834.254143646409
11061,Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,SJityaz,1242,2.0,1.0,78.0,2,1242.0,6280.193236714976
11062,Super built-up  Area,Ready To Move,Sonnenahalli,2 BHK,Skacak ,1268,2.0,1.0,58.0,2,1268.0,4574.132492113565
11063,Super built-up  Area,Ready To Move,Ramamurthy Nagar,2 BHK,Saoneil,1101,2.0,1.0,50.0,2,1101.0,4541.326067211626
11064,Super built-up  Area,Ready To Move,Kallumantapa,2 BHK,Bhmesa ,1255,2.0,3.0,65.0,2,1255.0,5179.282868525896
11065,Super built-up  Area,Ready To Move,Gunjur,3 BHK,DSerste,1362,3.0,1.0,62.63,3,1362.0,4598.384728340676
11066,Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Puops R,984,3.0,2.0,140.0,3,984.0,14227.642276422765
11067,Super built-up  Area,18-May,Hosa Road,2 BHK,SStusan,1089,2.0,1.0,32.67,2,1089.0,3000.0
11068,Built-up  Area,Ready To Move,Byrathi Village,2 BHK,not provided,800,1.0,3.0,95.0,2,800.0,11875.0
11069,Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,Aklia R,1345,2.0,1.0,57.0,3,1345.0,4237.918215613383
11071,Plot  Area,Ready To Move,Krishna Nagar,4 Bedroom,not provided,1650,2.0,1.0,140.0,4,1650.0,8484.848484848484
11072,Super built-up  Area,Ready To Move,Kaggalipura,2 BHK,Baowsig,950,2.0,1.0,45.0,2,950.0,4736.8421052631575
11073,Super built-up  Area,Ready To Move,HBR Layout,2 BHK,Mantsce,1068,2.0,1.0,43.0,2,1068.0,4026.2172284644193
11074,Built-up  Area,Ready To Move,Yelahanka New Town,2 BHK,KHatsFl,860,1.0,2.0,31.0,2,860.0,3604.6511627906975
11076,Super built-up  Area,Ready To Move,Yelahanka,3 BHK,Pyikad ,1756,3.0,2.0,66.73,3,1756.0,3800.113895216401
11077,Super built-up  Area,Ready To Move,Whitefield,2 BHK,SSthamh,1205,2.0,1.0,41.0,2,1205.0,3402.4896265560164
11078,Plot  Area,Ready To Move,Hoodi,8 Bedroom,not provided,1120,8.0,2.0,155.0,8,1120.0,13839.285714285714
11079,Super built-up  Area,Ready To Move,Banashankari,3 BHK,Bregae ,1800,3.0,2.0,125.0,3,1800.0,6944.444444444444
11081,Built-up  Area,Ready To Move,Hormavu,3 BHK,Neise P,1604,3.0,0.0,68.0,3,1604.0,4239.401496259352
11083,Super built-up  Area,18-Dec,Chandapura,2 BHK,SunceEs,1015,2.0,2.0,25.88,2,1015.0,2549.753694581281
11084,Super built-up  Area,Ready To Move,Banashankari,3 BHK,not provided,1200,2.0,2.0,42.0,3,1200.0,3500.0
11085,Super built-up  Area,Ready To Move,Ananth Nagar,2 BHK,not provided,1010,2.0,2.0,38.0,2,1010.0,3762.3762376237623
11086,Built-up  Area,Ready To Move,Nagarbhavi,2 Bedroom,not provided,1250,3.0,0.0,170.0,2,1250.0,13600.0
11087,Super built-up  Area,Ready To Move,Doddakallasandra,2 BHK,not provided,1010,2.0,1.0,41.0,2,1010.0,4059.4059405940593
11088,Super built-up  Area,Ready To Move,Yelahanka,2 BHK,DStus S,1050,2.0,2.0,33.1,2,1050.0,3152.3809523809523
11089,Super built-up  Area,Ready To Move,Harlur,3 BHK,not provided,1710,3.0,2.0,85.0,3,1710.0,4970.7602339181285
11090,Super built-up  Area,19-Jan,Mysore Road,3 BHK,PrntaEn,1248.52,3.0,2.0,115.0,3,1248.52,9210.90571236344
11091,Built-up  Area,Ready To Move,Attibele,1 BHK,not provided,410,1.0,1.0,10.0,1,410.0,2439.0243902439024
11092,Super built-up  Area,18-Oct,Bannerghatta Road,3 BHK,DSnjh S,1656,2.0,1.0,62.93,3,1656.0,3800.1207729468597
11093,Super built-up  Area,Ready To Move,Naganathapura,3 BHK,Malmsri,1451,3.0,1.0,68.0,3,1451.0,4686.423156443831
11094,Super built-up  Area,Ready To Move,Giri Nagar,6 BHK,not provided,1200,3.0,0.0,175.0,6,1200.0,14583.333333333334
11095,Super built-up  Area,Ready To Move,JP Nagar,2 BHK,Maerar ,1250,2.0,2.0,93.0,2,1250.0,7440.0
11098,Built-up  Area,Ready To Move,Sonnenahalli,3 BHK,Laiteya,1340,2.0,3.0,42.0,3,1340.0,3134.3283582089553
11099,Super built-up  Area,Ready To Move,Abbaiah Reddy Layout,2 BHK,SSaveik,1100,2.0,2.0,38.5,2,1100.0,3500.0
11101,Super built-up  Area,Ready To Move, Devarachikkanahalli,3 BHK,Heate L,1700,3.0,1.0,71.0,3,1700.0,4176.470588235294
11102,Plot  Area,Ready To Move,Yelahanka,6 Bedroom,not provided,1200,5.0,0.0,150.0,6,1200.0,12500.0
11103,Super built-up  Area,Ready To Move,KR Puram,2 BHK,SViseun,1096,2.0,1.0,43.0,2,1096.0,3923.3576642335765
11104,Super built-up  Area,18-May,Electronic City Phase II,2 BHK,Sryalan,1160,2.0,1.0,33.5,2,1160.0,2887.9310344827586
11105,Built-up  Area,Ready To Move,"Sarjapur Road, ",3 BHK,not provided,1936,3.0,2.0,139.0,3,1936.0,7179.752066115702
11106,Super built-up  Area,Ready To Move,Nehru Nagar,3 BHK,Undge T,1269,2.0,2.0,63.0,3,1269.0,4964.5390070921985
11108,Super built-up  Area,18-May,Panathur,3 BHK,Prcesvy,1586,3.0,1.0,125.0,3,1586.0,7881.462799495586
11109,Super built-up  Area,18-Jul,Rajaji Nagar,2 BHK,ProdsWe,1376,2.0,1.0,124.0,2,1376.0,9011.627906976744
11110,Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,JRrnauv,1452,3.0,3.0,56.5,3,1452.0,3891.184573002755
11111,Super built-up  Area,18-Aug,Hosa Road,3 BHK,Sosisic,1538,3.0,1.0,107.0,3,1538.0,6957.087126137842
11112,Super built-up  Area,18-May,Hosur Road,3 BHK,PuendWe,1427,2.0,1.0,130.0,3,1427.0,9110.021023125439
11113,Built-up  Area,Ready To Move,Upadhyaya Layout,2 BHK,not provided,935,2.0,0.0,40.0,2,935.0,4278.07486631016
11114,Built-up  Area,Ready To Move,Ashwath Nagar,2 BHK,Raeusiy,1220,2.0,3.0,65.0,2,1220.0,5327.868852459016
11115,Super built-up  Area,Ready To Move,Harlur,2 BHK,Prncyrn,1197,2.0,1.0,77.0,2,1197.0,6432.748538011696
11116,Super built-up  Area,18-Dec,Varthur,2 BHK,not provided,674,1.0,1.0,19.9,2,674.0,2952.522255192878
11117,Built-up  Area,Ready To Move,Kengeri,1 BHK,not provided,410,1.0,1.0,15.0,1,410.0,3658.5365853658536
11118,Built-up  Area,18-Apr,Thanisandra,3 BHK,Bhmesy ,1573,3.0,1.0,90.0,3,1573.0,5721.551176096631
11119,Super built-up  Area,Ready To Move,Dodda Nekkundi,2 BHK,Srsami ,1135,2.0,2.0,58.0,2,1135.0,5110.132158590309
